record_id,source_code,direction,headword_raw,headword_ocr_raw,headword_search,definition_raw,translation_es_editorial,editorial_note,article_ocr_raw,printed_page,pdf_page,source_ocr_line_start,source_ocr_line_end,delimiter,extraction_score,segmentation_confidence,curated_anchor,extraction_method,status,validation,facsimile_column,headword_diplomatic,article_diplomatic,diplomatic_status,diplomatic_batch,diplomatic_note,human_verified,diplomatic_review_method
RHD-S1809-00654,STEFFEL-1809,DE-RAR,Seiten der Mutter,Seiten der Mutter,seiten der mutter,"Suild, rün, Pas sagueameke, Sie # agree oft gar das",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"„ Seiten der Mutter, Suild, 


rün, Pas sagueameke, Sie 


# agree oft gar das",323,33,3729,3735,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00655,STEFFEL-1809,DE-RAR,Grüne mit dem Blauen,Grüne mit dem Blauen,gruene mit dem blauen,"und ſagen auch :chiögameke, ruͤßen, Tuguira. Nacuguita. Die Tarahumaren gruͤßen einander alſo: Diöfi mi cu- 4 er Gott helfe oder ſtehe dir bey; worauf der andere alſo antwortet: Diöli, mi nachtetüjera, Gott vergelte es dir. 1 uͤrtel, Gaisma. uͤrtlein, Naſſibula. en Zela, galala, gans.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"- Grüne mit dem Blauen, und 
ſagen auch :chiögameke, 


ruͤßen, Tuguira. Nacuguita. 


Die Tarahumaren gruͤßen 
einander alſo: Diöfi mi cu- 
4 er Gott helfe oder ſtehe 
dir bey; worauf der andere 
alſo antwortet: Diöli, mi 
nachtetüjera, Gott vergelte 
es dir. 1 


uͤrtel, Gaisma. 

uͤrtlein, Naſſibula. 
en Zela, galala, gans.",323,33,3736,3755,",",10,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00656,STEFFEL-1809,DE-RAR,Schon gut,Schon gut,schon gut,"gaba, ganeba.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Schon gut, gaba, ganeba.",323,33,3756,3756,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00657,STEFFEL-1809,DE-RAR,Beſſer,Beſſer,besser,"galsbs. Etwas beſ⸗ ſer, galabe tleuigö. Am be: ſten, igue ga, oder fo gut, daß es nicht beſſer ſeyn Fan,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Beſſer, galsbs. Etwas beſ⸗ 
ſer, galabe tleuigö. Am be: 
ſten, igue ga, oder fo gut, 
daß es nicht beſſer ſeyn Fan,",323,33,3757,3760,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00658,STEFFEL-1809,DE-RAR,Fals ta simega,Fals ta simega,fals ta simega,"a * Woͤrterbuch. 3323 aar, Kupäka, oder Rupala. aben, Naiigue. ſ. Beſitzen. abicht, Raugui. acke, Tepuſdka. acken, Tepula, depurä, afen, Tichicoliii,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Fals ta simega. a 


* 


Woͤrterbuch. 3323 


aar, Kupäka, oder Rupala. 
aben, Naiigue. ſ. Beſitzen. 
abicht, Raugui. 
acke, Tepuſdka. 
acken, Tepula, depurä, 
afen, Tichicoliii,",323,33,3761,3775,.,13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00659,STEFFEL-1809,DE-RAR,Rheheke,Rheheke,rheheke,"| N Hah | 0 In jenen Gebirgen ſind ihrer ſehr viele. | halb, Hälfte, Nalsrpa. dals, Khutala. alten, dafuͤr, Maje. ammel, Pouguäca. f, Schaaf, and, Seas.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"2 Rheheke, | N 
Hah | 0 
In jenen Gebirgen ſind 
ihrer ſehr viele. | 
halb, Hälfte, Nalsrpa. 
dals, Khutala. 

alten, dafuͤr, Maje. 


ammel, Pouguäca. f, Schaaf, 


and, Seas.",323,33,3776,3790,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00660,STEFFEL-1809,DE-RAR,Hanf,Hanf,hanf,ſ. Flachs.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Hanf, ſ. Flachs.",323,33,3791,3792,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00661,STEFFEL-1809,DE-RAR,Sarnen,Sarnen,sarnen,Sin; nis,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Sarnen, Sin; nis",323,33,3793,3794,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00662,STEFFEL-1809,DE-RAR,Hart,Hart,hart,"Peguämeke. Es ift hart,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Hart, Peguämeke. Es ift hart,",323,33,3795,3796,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00663,STEFFEL-1809,DE-RAR,Pegua,Pegua,pegua,"Das iſt ſehr hart: iche !gue p:guäm.k uceu. Von pegua haben die Tepe⸗ guanen ihren Namen: eine wilde, aufruͤhriſche und noch immer widerſpenſtige Nati⸗ on, welche mit unſern Ta⸗ rahumaren granzet. Sie 555 etliche aus den Miſ⸗ ionarien und viele Spanier getoͤdtet. Ihr Name deutet ihren Charakter an, denn Tepeguane heißt faſt ſo viel als ſteinharte Leute.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar. “Pegua” occurs as an example/equivalent inside the article Hart; not an independent headword. RHD-FR-002: visual_facsimile_collation_ai_assisted; scope=headword_and_entry_start_boundary; exact_page=323.,"“ Pegua. Das iſt ſehr hart: 
iche !gue p:guäm.k uceu. 
Von pegua haben die Tepe⸗ 
guanen ihren Namen: eine 
wilde, aufruͤhriſche und noch 
immer widerſpenſtige Nati⸗ 
on, welche mit unſern Ta⸗ 
rahumaren granzet. Sie 
555 etliche aus den Miſ⸗ 
ionarien und viele Spanier 


getoͤdtet. Ihr Name deutet 


ihren Charakter an, denn 

Tepeguane heißt faſt ſo viel 
als ſteinharte Leute.",323,33,3797,3815,.,17,high_machine,no,coverage-first OCR line segmentation v1,rejected_false_positive,rechazado_como_límite_lexicográfico_tras_cotejo_facsímil_ai_asistido,,,,,,,,
RHD-S1809-00664,STEFFEL-1809,DE-RAR,Härten,Härten,haerten,"Igueruje,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Härten, Igueruje,",324,34,3816,3816,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00665,STEFFEL-1809,DE-RAR,Haſe,Haſe,hase,"Tichärgje, „ e Tkitsiki, Satiruje. daue, Hacke, Nachpigualeke.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Haſe, Tichärgje, „ 
e Tkitsiki, Satiruje. 


daue, Hacke, Nachpigualeke.",324,34,3817,3823,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00666,STEFFEL-1809,DE-RAR,Hauen,Hauen,hauen,"Tepuiä, tepura, ſikä.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Hauen, Tepuiä, tepura, ſikä.",324,34,3824,3826,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00667,STEFFEL-1809,DE-RAR,Gehauen,Gehauen,gehauen,"ſikirügameke. aupt, Mola. aus, Bechteke. Geh nach",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Gehauen, ſikirügameke. 


aupt, Mola. 
aus, Bechteke. Geh nach",324,34,3827,3831,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00668,STEFFEL-1809,DE-RAR,Haus,Haus,haus,"Beccù, oder cul. mi. aͤusgen, Caliki, ſ. Bauen. haut, Guit'chila, eften, Chäva,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Haus, Beccù, oder cul. mi. 
aͤusgen, Caliki, ſ. Bauen. 
haut, Guit'chila, 

eften, Chäva,",324,34,3832,3838,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00669,STEFFEL-1809,DE-RAR,Heide,Heide,heide,Ta pagotügamekke. d. i.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heide, Ta pagotügamekke. d. i.",324,34,3839,3841,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00670,STEFFEL-1809,DE-RAR,Ungetauft,Ungetauft,ungetauft,,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar. “Ungetauft” occurs in the explanatory gloss of Heide (“d. i. ungetauft”); not an independent article. RHD-FR-002: visual_facsimile_collation_ai_assisted; scope=headword_and_entry_start_boundary; exact_page=323.,Ungetauft.,323,33,3842,3842,.,17,high_machine,no,coverage-first OCR line segmentation v1,rejected_false_positive,rechazado_como_límite_lexicográfico_tras_cotejo_facsímil_ai_asistido,,,,,,,,
RHD-S1809-00671,STEFFEL-1809,DE-RAR,Heil,Heil,heil,"n, indianiſcher, Tfchivi. 324",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"1 Heil, 


n, indianiſcher, Tfchivi. 


324",324,34,3843,3851,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00672,STEFFEL-1809,DE-RAR,Heil,Heil,heil,Ganileliki.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heil, Ganileliki.",324,34,3852,3854,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00673,STEFFEL-1809,DE-RAR,Heilend,Heilend,heilend,"heilfam, Ogue. Oga- jameke.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heilend, heilfam, Ogue. Oga- 


jameke.",324,34,3855,3859,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00674,STEFFEL-1809,DE-RAR,Heiß,Heiß,heiss,"Baſſujameke, oder igué rachragameke- Es iſt heiß,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heiß, Baſſujameke, oder igué 
rachragameke- Es iſt heiß,",324,34,3860,3861,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00675,STEFFEL-1809,DE-RAR,Racha,Racha,racha,2. 885,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,Racha. 2. 885,324,34,3862,3863,.,15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00676,STEFFEL-1809,DE-RAR,Heiſſen,Heiſſen,heissen,"Namen haben, Regus, oder regucke z. B. wie heißt du Aartchı mü regueke? Ich heiß Johan, ſuda ns regueke.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heiſſen, Namen haben, Regus, 
oder regucke z. B. wie heißt 
du Aartchı mü regueke? Ich 

heiß Johan, ſuda ns regueke.",324,34,3864,3869,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00677,STEFFEL-1809,DE-RAR,Heitern,Heitern,heitern,"es heitert ſich, Tajena.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heitern, es heitert ſich, Tajena.",324,34,3870,3871,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00678,STEFFEL-1809,DE-RAR,Helfen,Helfen,helfen,Cugui. 5,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Helfen, Cugui. 5",324,34,3872,3873,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00679,STEFFEL-1809,DE-RAR,Helfer,Helfer,helfer,Cuguismeke.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Helfer, Cuguismeke.",324,34,3874,3875,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00680,STEFFEL-1809,DE-RAR,Hell,Hell,hell,"es wird hell, Tajenaba.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Hell, es wird hell, Tajenaba.",324,34,3876,3877,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00681,STEFFEL-1809,DE-RAR,Henne,Henne,henne,Toroli. g,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Henne, Toroli. g",324,34,3878,3879,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00682,STEFFEL-1809,DE-RAR,Her,Her,her,"Ca, Guaca, kind, vakinä.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Her, Ca, Guaca, kind, vakinä.",324,34,3880,3881,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00683,STEFFEL-1809,DE-RAR,Herabfallen,Herabfallen,herabfallen,Niſehigò.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herabfallen, Niſehigò.",324,34,3882,3883,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00684,STEFFEL-1809,DE-RAR,Herausgehen,Herausgehen,herausgehen,Matlchi ne ſimi.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herausgehen, Matlchi ne ſimi.",324,34,3884,3885,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00685,STEFFEL-1809,DE-RAR,Herbergen,Herbergen,herbergen,"Bechts. erbeyrufen, Baje oder bejenu- le. Herbeygerufen, Bajeliruk.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herbergen, Bechts. 
erbeyrufen, Baje oder bejenu- 
le. Herbeygerufen, Bajeliruk.",324,34,3886,3889,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00686,STEFFEL-1809,DE-RAR,Herbeytreten,Herbeytreten,herbeytreten,"Nagua, oder amulipi mè ſimi.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herbeytreten, Nagua, oder 


amulipi mè ſimi.",324,34,3890,3895,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00687,STEFFEL-1809,DE-RAR,Herbringen,Herbringen,herbringen,To. Hergebracht,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herbringen, To. Hergebracht",324,34,3896,3898,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00688,STEFFEL-1809,DE-RAR,Törugameke,Törugameke,toerugameke,,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar. “Törugameke” is the Rarámuri form in Herbringen/Hergebracht; not an independent German headword. RHD-FR-002: visual_facsimile_collation_ai_assisted; scope=headword_and_entry_start_boundary; exact_page=324.,Törugameke.,324,34,3899,3899,.,17,high_machine,no,coverage-first OCR line segmentation v1,rejected_false_positive,rechazado_como_límite_lexicográfico_tras_cotejo_facsímil_ai_asistido,,,,,,,,
RHD-S1809-00689,STEFFEL-1809,DE-RAR,Hernach,Hernach,hernach,"Guerachpèco; als ob gefagt wuͤrde, pugue rach- peco.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Hernach, Guerachpèco; als ob 
gefagt wuͤrde, pugue rach- 
peco.",324,34,3900,3902,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00690,STEFFEL-1809,DE-RAR,Guitlöco,Guitlöco,guitloeco,,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,Guitlöco.,324,34,3903,3903,.,15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00691,STEFFEL-1809,DE-RAR,Herr,Herr,herr,Von einem gebietenden,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,Herr. Von einem gebietenden,324,34,3904,3904,.,15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00692,STEFFEL-1809,DE-RAR,Herrn,Herrn,herrn,(Dynaſten) haben die Tarahumaren keinen,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herrn, (Dynaſten) haben 
die Tarahumaren keinen",324,34,3905,3906,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00693,STEFFEL-1809,DE-RAR,Begriff,Begriff,begriff,Bey den Mexika⸗ nern aber heiſſen ſie Calsike.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Begriff. Bey den Mexika⸗ 
nern aber heiſſen ſie Calsike.",324,34,3907,3908,.,15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00694,STEFFEL-1809,DE-RAR,Herrſchen,Herrſchen,herrschen,Seh.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herrſchen, Seh.",324,34,3909,3909,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00695,STEFFEL-1809,DE-RAR,Herrſcher,Herrſcher,herrscher,"Seliameke, Alſo nen: nen die Tarahumaren ihren",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herrſcher, Seliameke, Alſo nen: 
nen die Tarahumaren ihren",324,34,3910,3911,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00696,STEFFEL-1809,DE-RAR,Dorfrichter,Dorfrichter,dorfrichter,,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,Dorfrichter.,324,34,3912,3912,.,15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00697,STEFFEL-1809,DE-RAR,Hertragen,Hertragen,hertragen,"Tö. Trag es — her,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Hertragen, Tö. Trag es 


— 


her,",324,34,3913,3919,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00698,STEFFEL-1809,DE-RAR,Ca ıö,Ca ıö,ca oe,oder guacatd. a,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Ca ıö, oder guacatd. a",324,34,3920,3922,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00699,STEFFEL-1809,DE-RAR,Heruͤber,Heruͤber,heruber,Vakina.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heruͤber, Vakina.",324,34,3923,3925,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00700,STEFFEL-1809,DE-RAR,Herumgehen,Herumgehen,herumgehen,Nolre. 5,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herumgehen, Nolre. 5",324,34,3926,3926,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00701,STEFFEL-1809,DE-RAR,Herz,Herz,herz,"Sulala, Im Herzen, Su- latlchie",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herz, Sulala, Im Herzen, Su- 
latlchie",324,34,3927,3930,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00702,STEFFEL-1809,DE-RAR,Herzunahen,Herzunahen,herzunahen,f. herbeytreten.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Herzunahen, f. herbeytreten.",324,34,3931,3933,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00703,STEFFEL-1809,DE-RAR,Warte ein wenig,Warte ein wenig,warte ein wenig,Deutſch⸗Tarahumariſches,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Warte ein wenig, 


Deutſch⸗Tarahumariſches",324,34,3934,3939,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00704,STEFFEL-1809,DE-RAR,Heulen,Heulen,heulen,Nslagui.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heulen, Nslagui.",324,34,3940,3940,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00705,STEFFEL-1809,DE-RAR,Heurath,Heurath,heurath,Tichapirügelilä.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heurath, Tichapirügelilä.",324,34,3941,3941,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00706,STEFFEL-1809,DE-RAR,Heurathen,Heurathen,heurathen,"einen Mann neh⸗ men, Tehöje tichapi. Ein",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heurathen, einen Mann neh⸗ 
men, Tehöje tichapi. Ein",324,34,3942,3943,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00707,STEFFEL-1809,DE-RAR,Weib nehmen,Weib nehmen,weib nehmen,wu ü tfchapı. Daher nannten ſie in der Kirche das Eheverloͤbniß alſo: Tehöje muki tichapiru- jehia.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Weib nehmen, wu ü tfchapı. 
Daher nannten ſie in der 

Kirche das Eheverloͤbniß 
alſo: Tehöje muki tichapiru- 
jehia.",324,34,3944,3950,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00708,STEFFEL-1809,DE-RAR,Heut,Heut,heut,"Hipeba. Von heute an,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Heut, Hipeba. Von heute an,",324,34,3951,3951,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00709,STEFFEL-1809,DE-RAR,Hipe hoinela,Hipe hoinela,hipe hoinela,,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,Hipe hoinela.,324,34,3952,3953,.,15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00710,STEFFEL-1809,DE-RAR,Hie,Hie,hie,ſ. hier.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Hie, ſ. hier.",324,34,3954,3955,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
